Date	Time	Rg	Ratm	Rn	T_soilref	Ta	RH	uref	LAI_total	LAI_green	displacement_height	z0_soil	z0_canopy	zh	zref	Rain	O3_concentration	Pesticid_concentration	Pest_soil	NH3_concentration	GammaLeaf_NH3	GammaSoil_NH3	R_litter_NH3
[dd/mm/yyyy]	[hh:mm]	[W.m-2]	[W.m-2]	[W.m-2]	[°C]	[°C]	[%]	[m.s-1]	[m2.m-2]	[m2.m-2]	[m]	[m]	[m]	[m]	[m]	[mm]	[µg.m-3]	[µg.m-3]	[µg.m-3]	[µg.m-3]	[-]	[-]	[s.m-1]
15/09/2008	00:00	-2.615	358.1678548	-67.12	16.93	8.92	88.6	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	26.986734	0	0	0	250	3000	0
15/09/2008	00:30	-2.663	359.643863	-67.41	16.9	9.21	88.4	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	21.272562	0	0	0	250	3000	0
15/09/2008	01:00	-2.756	360.2559575	-68.05	16.865	9.33	87.9	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	14.972155	0	0	0	250	3000	0
15/09/2008	01:30	-2.911	361.0732985	-63.05	16.82	9.49	88	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	16.864317	0	0	0	250	3000	0
15/09/2008	02:00	-2.977	359.4400049	-61	16.77	9.17	88	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	24.66009	0	0	0	250	3000	0
15/09/2008	02:30	-2.859	356.747059	-60.22	16.715	8.64	90.1	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	18.882883	0	0	0	250	3000	0
15/09/2008	03:00	-2.896	355.6336881	-63.37	16.66	8.42	91.3	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	19.865234	0	0	0	250	3000	0
15/09/2008	03:30	-2.316	350.2557718	-57.04	16.595	7.35	92.4	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	23.704826	0	0	0	250	3000	0
15/09/2008	04:00	-1.771	347.202394	-58.57	16.525	6.737	93.9	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	20.980884	0	0	0	250	3000	0
15/09/2008	04:30	-1.855	348.9084198	-56.27	16.46	7.08	94.5	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	19.308355	0	0	0	250	3000	0
15/09/2008	05:00	-2.076	351.2563232	-54.91	16.39	7.55	94.5	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	14.251741	0	0	0	250	3000	0
15/09/2008	05:30	1.67	350.3057485	-48.4	16.305	7.36	94.1	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	21.894387	0	0	0	250	3000	0
15/09/2008	06:00	50.08	349.5067621	-14.84	16.23	7.2	94.3	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	16.637767	0	0	0	250	3000	0
15/09/2008	06:30	139.7	350.0059682	55.76	16.15	7.3	94.1	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	15.905811	0	0	0	250	3000	0
15/09/2008	07:00	247.9	354.0692732	122.1	16.07	8.11	93.8	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	30.800144	0	0	0	250	3000	0
15/09/2008	07:30	333.6	362.0456964	169.4	15.99	9.68	89.9	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	48.386405	0	0	0	250	3000	0
15/09/2008	08:00	379.4	368.0251103	201.4	15.9	10.84	82.2	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	62.234155	0	0	0	250	3000	0
15/09/2008	08:30	463.7	375.1294356	260	15.82	12.2	75.4	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0.2	71.716806	0	0	0	250	3000	0
15/09/2008	09:00	567.2	381.8560283	334.5	15.745	13.47	65.6	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	76.840919	0	0	0	250	3000	0
15/09/2008	09:30	660.3	384.2074668	413.6	15.67	13.91	62.36	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	77.852283	0	0	0	250	3000	0
15/09/2008	10:00	645.9	388.1866292	406.6	15.6	14.65	58.6	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	80.316099	0	0	0	250	3000	0
15/09/2008	10:30	699.9	391.3812855	436.8	15.55	15.24	53.78	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	81.787799	0	0	0	250	3000	0
15/09/2008	11:00	791	396.4569165	525.2	15.505	16.17	47.83	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	82.550923	0	0	0	250	3000	0
15/09/2008	11:30	477.8	396.895824	316.2	15.475	16.25	44.87	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	83.443875	0	0	0	250	3000	0
15/09/2008	12:00	469	396.6763247	281.5	15.465	16.21	46.44	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	82.909181	0	0	0	250	3000	0
15/09/2008	12:30	443.2	397.0056077	261.1	15.465	16.27	45.26	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	83.838108	0	0	0	250	3000	0
15/09/2008	13:00	458.7	397.1154143	266.8	15.485	16.29	44.07	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	84.099497	0	0	0	250	3000	0
15/09/2008	13:30	368.6	398.4899191	208.1	15.52	16.54	45.12	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	85.340106	0	0	0	250	3000	0
15/09/2008	14:00	237.8	396.0183732	127	15.56	16.09	49.2	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	86.221093	0	0	0	250	3000	0
15/09/2008	14:30	239.7	395.799238	125.5	15.615	16.05	49.16	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	87.792408	0	0	0	250	3000	0
15/09/2008	15:00	158.8	395.4707057	77.7	15.68	15.99	49.99	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	87.960975	0	0	0	250	3000	0
15/09/2008	15:30	149.2	393.7765461	71.5	15.745	15.68	52.64	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	88.639124	0	0	0	250	3000	0
15/09/2008	16:00	135.9	393.558342	60.69	15.815	15.64	54.12	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	88.47541	0	0	0	250	3000	0
15/09/2008	16:30	94.9	391.6529224	32.58	15.885	15.29	56.47	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	88.010513	0	0	0	250	3000	0
15/09/2008	17:00	40.43	390.1877613	1.789	15.955	15.02	58.46	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	88.269294	0	0	0	250	3000	0
15/09/2008	17:30	16.38	388.4025959	-14.15	16.02	14.69	60.96	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	86.134103	0	0	0	250	3000	0
15/09/2008	18:00	6.494	386.623563	-20.04	16.08	14.36	63.26	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	84.324754	0	0	0	250	3000	0
15/09/2008	18:30	-0.457	385.1725423	-21.47	16.14	14.09	64.72	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	86.09329	0	0	0	250	3000	0
15/09/2008	19:00	-0.99	383.5115965	-23.06	16.185	13.78	67.04	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	83.4677	0	0	0	250	3000	0
15/09/2008	19:30	-1.075	381.696097	-25.59	16.235	13.44	69.26	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	76.522319	0	0	0	250	3000	0
15/09/2008	20:00	-0.881	380.4716252	-23.36	16.27	13.21	69.63	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	82.744167	0	0	0	250	3000	0
15/09/2008	20:30	-0.998	379.197059	-22.83	16.3	12.97	71.6	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	88.37939	0	0	0	250	3000	0
15/09/2008	21:00	-1.037	378.0315223	-21.73	16.32	12.75	73.5	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	89.953424	0	0	0	250	3000	0
15/09/2008	21:30	-1.064	377.0799016	-20.56	16.34	12.57	74.2	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	86.17585	0	0	0	250	3000	0
15/09/2008	22:00	-1.075	375.9192508	-25.11	16.35	12.35	75	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	74.385783	0	0	0	250	3000	0
15/09/2008	22:30	-1.084	373.8683208	-25.97	16.355	11.96	76.5	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	69.710703	0	0	0	250	3000	0
15/09/2008	23:00	-1.411	371.9303352	-37.47	16.355	11.59	77.1	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	68.18729	0	0	0	250	3000	0
15/09/2008	23:30	-1.525	370.9902604	-37.74	16.345	11.41	78.3	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	67.99442	0	0	0	250	3000	0
16/09/2008	00:00	-1.644	369.8437015	-43.71	16.335	11.19	78.9	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	60.604255	0	0	0	250	3000	0
16/09/2008	00:30	-2.99	366.7819583	-72	16.325	10.6	79	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	70.140775	0	0	0	250	3000	0
16/09/2008	01:00	-3.331	363.1227356	-69.53	16.31	9.89	79.8	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	65.07638	0	0	0	250	3000	0
16/09/2008	01:30	-2.766	358.0662289	-72.5	16.285	8.9	82.1	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	49.488267	0	0	0	250	3000	0
16/09/2008	02:00	-2.802	354.6237962	-70.5	16.255	8.22	87	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	44.782731	0	0	0	250	3000	0
16/09/2008	02:30	-2.957	356.7977288	-61.12	16.235	8.65	85.8	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	26.899828	0	0	0	250	3000	0
16/09/2008	03:00	-2.978	354.5733581	-59.09	16.2	8.21	86.2	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	30.415289	0	0	0	250	3000	0
16/09/2008	03:30	-2.671	351.3564961	-61.34	16.16	7.57	88.7	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	28.504054	0	0	0	250	3000	0
16/09/2008	04:00	-2.534	347.6593716	-62.64	16.12	6.829	90.5	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	28.049572	0	0	0	250	3000	0
16/09/2008	04:30	-2.574	347.9029458	-59.87	16.07	6.878	90.3	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	19.873298	0	0	0	250	3000	0
16/09/2008	05:00	-2.252	343.0212751	-61.97	16.015	5.891	91.5	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	21.79812	0	0	0	250	3000	0
16/09/2008	05:30	1.135	342.4165411	-56.93	15.96	5.768	92.8	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	21.826517	0	0	0	250	3000	0
16/09/2008	06:00	33.93	346.750827	-32.69	15.9	6.646	93	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	21.397945	0	0	0	250	3000	0
16/09/2008	06:30	103.6	348.9582523	13.9	15.835	7.09	91.6	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	15.787087	0	0	0	250	3000	0
16/09/2008	07:00	191.2	352.6606947	67.35	15.765	7.83	89	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	19.137295	0	0	0	250	3000	0
16/09/2008	07:30	288.1	357.6091799	140.7	15.695	8.81	84.2	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	16.560665	0	0	0	250	3000	0
16/09/2008	08:00	392.7	363.430902	219	15.62	9.95	78.9	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	30.07791	0	0	0	250	3000	0
16/09/2008	08:30	465.7	367.9213938	294	15.55	10.82	75	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	56.522259	0	0	0	250	3000	0
16/09/2008	09:00	518.3	371.4600748	326.6	15.475	11.5	71.4	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	68.176629	0	0	0	250	3000	0
16/09/2008	09:30	488.8	374.3933982	312.2	15.405	12.06	68.66	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	73.090908	0	0	0	250	3000	0
16/09/2008	10:00	469.6	378.3491291	301.2	15.345	12.81	62.78	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	74.69052	0	0	0	250	3000	0
16/09/2008	10:30	585.5	382.5496449	373.4	15.285	13.6	58.11	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	75.61074	0	0	0	250	3000	0
16/09/2008	11:00	674.3	385.4409411	436.9	15.23	14.14	55.39	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	76.321991	0	0	0	250	3000	0
16/09/2008	11:30	737	389.4837813	491.3	15.195	14.89	51.7	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	74.62634	0	0	0	250	3000	0
16/09/2008	12:00	731	391.2183712	497.6	15.165	15.21	51.11	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	73.709238	0	0	0	250	3000	0
16/09/2008	12:30	721	392.6864325	484	15.155	15.48	51.2	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	78.561665	0	0	0	250	3000	0
16/09/2008	13:00	475.3	392.9042739	297.9	15.15	15.52	50.87	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	76.144627	0	0	0	250	3000	0
16/09/2008	13:30	479.5	393.7765461	282	15.16	15.68	50.04	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	72.995616	0	0	0	250	3000	0
16/09/2008	14:00	485.4	395.9635808	276.2	15.18	16.08	48.2	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	55.849339	0	0	0	250	3000	0
16/09/2008	14:30	538.8	399.1509473	318.6	15.22	16.66	45.66	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	56.533631	0	0	0	250	3000	0
16/09/2008	15:00	385.7	399.0958302	198.4	15.275	16.65	45.5	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	0	0	0	0	250	3000	0
16/09/2008	15:30	343.8	398.875419	145.4	15.335	16.61	45.37	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	0	0	0	0	250	3000	0
16/09/2008	16:00	256.5	399.20607	81.7	15.4	16.67	45.92	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	86.553342	0	0	0	250	3000	0
16/09/2008	16:30	140.2	397.0605082	17.76	15.48	16.28	46.5	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	90.478644	0	0	0	250	3000	0
16/09/2008	17:00	122.4	396.2375993	1.669	15.555	16.13	47.54	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	87.440326	0	0	0	250	3000	0
16/09/2008	17:30	52.51	392.7408843	-40.47	15.635	15.49	48.84	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	80.473159	0	0	0	250	3000	0
16/09/2008	18:00	13.82	388.4025959	-65.53	15.715	14.69	51.68	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	70.129202	0	0	0	250	3000	0
16/09/2008	18:30	-1.612	380.8971938	-61.17	15.79	13.29	56.22	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	66.922803	0	0	0	250	3000	0
16/09/2008	19:00	-2.777	376.6575362	-76.6	15.855	12.49	58.47	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	59.041985	0	0	0	250	3000	0
16/09/2008	19:30	-2.646	371.5123039	-61.62	15.915	11.51	62.01	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	56.063755	0	0	0	250	3000	0
16/09/2008	20:00	-2.824	369.8437015	-59.51	15.975	11.19	63.2	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	54.89346	0	0	0	250	3000	0
16/09/2008	20:30	-2.672	368.492106	-63.14	16.02	10.93	64.89	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	57.797709	0	0	0	250	3000	0
16/09/2008	21:00	-2.415	368.1288487	-57.64	16.055	10.86	65.16	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	59.508023	0	0	0	250	3000	0
16/09/2008	21:30	-2.312	364.8200787	-52.39	16.085	10.22	68.97	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	54.024424	0	0	0	250	3000	0
16/09/2008	22:00	-1.881	362.968726	-45.96	16.095	9.86	72.1	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	51.672697	0	0	0	250	3000	0
16/09/2008	22:30	-1.704	365.5419584	-46.12	16.1	10.36	71.2	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	51.535458	0	0	0	250	3000	0
16/09/2008	23:00	-1.901	367.2477706	-48.57	16.1	10.69	69.72	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	50.847748	0	0	0	250	3000	0
16/09/2008	23:30	-2.015	362.7634559	-45.71	16.09	9.82	73.1	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	44.287651	0	0	0	250	3000	0
17/09/2008	00:00	-1.883	362.712152	-39.94	16.07	9.81	73.8	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	42.85203	0	0	0	250	3000	0
17/09/2008	00:30	-2.15	360.5112274	-55.74	16.04	9.38	75.6	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	39.087046	0	0	0	250	3000	0
17/09/2008	01:00	-2.48	359.8478078	-66.32	16.01	9.25	76.1	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	37.754644	0	0	0	250	3000	0
17/09/2008	01:30	-2.637	354.1196575	-62	15.975	8.12	80.8	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	36.552401	0	0	0	250	3000	0
17/09/2008	02:00	-2.513	356.8990846	-60.45	15.935	8.67	80.1	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	31.900147	0	0	0	250	3000	0
17/09/2008	02:30	-2.67	354.2708426	-55.42	15.895	8.15	81.4	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	29.676218	0	0	0	250	3000	0
17/09/2008	03:00	-2.605	351.8576821	-54.51	15.845	7.67	84	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	29.705597	0	0	0	250	3000	0
17/09/2008	03:30	-2.307	352.4096058	-53.25	15.795	7.78	82.8	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	30.665739	0	0	0	250	3000	0
17/09/2008	04:00	-2.333	350.0059682	-57.88	15.745	7.3	84.2	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	28.694617	0	0	0	250	3000	0
17/09/2008	04:30	-2.147	345.9678339	-51.81	15.685	6.488	86.8	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	27.051472	0	0	0	250	3000	0
17/09/2008	05:00	-2.318	347.0038487	-54.72	15.63	6.697	87.3	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	24.341011	0	0	0	250	3000	0
17/09/2008	05:30	-1.000455173	348.1273289	0	15.63	6.923116545	87.15297889	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	26.456431	0	0	0	250	3000	0
17/09/2008	06:00	12.37510001	348.3977872	0	15.63	6.977468409	87.20145676	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	28.350259	0	0	0	250	3000	0
17/09/2008	06:30	53.65648973	349.3333103	0	15.63	7.165229393	87.83166906	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	20.041451	0	0	0	250	3000	0
17/09/2008	07:00	115.9821932	350.2707161	0	15.63	7.352990376	88.46188136	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	10.439378	0	0	0	250	3000	0
17/09/2008	07:30	177.9069508	356.8604461	0	15.63	8.662376182	80.41455509	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	13.83216	0	0	0	250	3000	0
17/09/2008	08:00	262.2579489	363.5427223	0	15.63	9.971761987	72.36722883	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	28.279585	0	0	0	250	3000	0
17/09/2008	08:30	334.6981809	368.6990744	0	15.63	10.96985985	63.39882302	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	39.429298	0	0	0	250	3000	0
17/09/2008	09:00	407.034167	373.9100847	0	15.63	11.96795771	54.43041727	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	48.853326	0	0	0	250	3000	0
17/09/2008	09:30	410.5437801	375.8588575	0	15.63	12.3385386	52.51069365	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	54.047971	0	0	0	250	3000	0
17/09/2008	10:00	418.9342412	377.815238	0	15.63	12.70911948	50.59097004	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	56.020327	0	0	0	250	3000	0
17/09/2008	10:30	498.0114644	379.779246	0	15.63	13.07970037	48.4967261	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	54.300769	0	0	0	250	3000	0
17/09/2008	11:00	591.7178668	381.7509012	0	15.63	13.45028126	46.40248215	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	58.411977	0	0	0	250	3000	0
17/09/2008	11:30	589.7879806	383.7302234	0	15.63	13.82086215	44.43912845	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	54.101752	0	0	0	250	3000	0
17/09/2008	12:00	638.9893883	385.7172326	0	15.63	14.19144304	42.47577476	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	60.761109	0	0	0	250	3000	0
17/09/2008	12:30	688.8029067	387.8718594	0	15.63	14.5916704	41.62741205	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	60.288004	0	0	0	250	3000	0
17/09/2008	13:00	725.5455889	390.0355004	0	15.63	14.99189776	40.77904934	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	65.745506	0	0	0	250	3000	0
17/09/2008	13:30	591.2206939	391.3755918	0	15.63	15.23895168	40.2021627	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	63.615251	0	0	0	250	3000	0
17/09/2008	14:00	539.0950541	392.7191334	0	15.63	15.48600561	39.62527606	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	68.684152	0	0	0	250	3000	0
17/09/2008	14:30	371.4114604	391.4561069	0	15.63	15.25377492	41.02628648	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	65.222623	0	0	0	250	3000	0
17/09/2008	15:00	331.3409273	390.1961294	0	15.63	15.02154423	42.42729689	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	67.564841	0	0	0	250	3000	0
17/09/2008	15:30	280.0626198	389.874921	0	15.63	14.96225129	43.01872689	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	67.395227	0	0	0	250	3000	0
17/09/2008	16:00	233.309655	389.553911	0	15.63	14.90295834	43.6101569	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	72.139606	0	0	0	250	3000	0
17/09/2008	16:30	183.9585609	388.2718528	0	15.63	14.66578657	44.37610723	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	69.773612	0	0	0	250	3000	0
17/09/2008	17:00	97.89151424	386.9929617	0	15.63	14.42861481	45.14205756	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	68.171663	0	0	0	250	3000	0
17/09/2008	17:30	70.44810397	384.3652291	0	15.63	13.93944803	47.31871389	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	61.872271	0	0	0	250	3000	0
17/09/2008	18:00	18.31177228	381.7509012	0	15.63	13.45028126	49.4953702	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	59.413252	0	0	0	250	3000	0
17/09/2008	18:30	-0.711774126	377.1622647	0	15.63	12.58559252	52.33617334	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	59.887522	0	0	0	250	3000	0
17/09/2008	19:00	-1.684736173	372.6151195	0	15.63	11.72090378	55.17697646	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	57.526569	0	0	0	250	3000	0
17/09/2008	19:30	-1.676717255	368.1861128	0	15.63	10.87103828	58.65768745	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	53.34948	0	0	0	250	3000	0
17/09/2008	20:00	-1.666025364	363.7967072	0	15.63	10.02117277	62.13839845	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	55.645608	0	0	0	250	3000	0
17/09/2008	20:30	-1.647314556	362.3507744	0	15.63	9.739531297	63.7139292	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	52.437098	0	0	0	250	3000	0
17/09/2008	21:00	-1.636622665	360.9091561	0	15.63	9.457889822	65.28945994	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	50.05328	0	0	0	250	3000	0
17/09/2008	21:30	-1.639295638	359.0691603	0	15.63	9.09719109	68.24660996	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	43.978223	0	0	0	250	3000	0
17/09/2008	22:00	-1.639295638	357.2362091	0	15.63	8.736492359	71.20375997	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	41.17359	0	0	0	250	3000	0
17/09/2008	22:30	-1.625930774	354.9860758	0	15.63	8.291795293	73.67613129	2.92332	0.0001	0.0001	0.015075	0.02	0.00201	0.0201	3.17	0	41.230189	0	0	0	250	3000	0
